package	file	line	decision	container	kind	name	ts_signature	declared_go_ref	mapped_go_declarations	mapping	ruling_note
storage/storage	src/index.ts	16	GO_NATIVE		reexport-type	KvFacet	export type { StorageBackend, KvFacet, KvUnit, KvUnitDescriptor } from './backend.ts'			GO_NATIVE	TS 的 re-export：入口文件把子模块的符号再导出一遍，对外才看得见。Go 的包是一个平面命名空间，storage 包里任何文件导出的符号自动就是 storage 的对外符号，没有「转出」这一步可做。
storage/storage	src/index.ts	16	GO_NATIVE		reexport-type	KvUnit	export type { StorageBackend, KvFacet, KvUnit, KvUnitDescriptor } from './backend.ts'			GO_NATIVE	TS 的 re-export：入口文件把子模块的符号再导出一遍，对外才看得见。Go 的包是一个平面命名空间，storage 包里任何文件导出的符号自动就是 storage 的对外符号，没有「转出」这一步可做。
storage/storage	src/index.ts	16	GO_NATIVE		reexport-type	KvUnitDescriptor	export type { StorageBackend, KvFacet, KvUnit, KvUnitDescriptor } from './backend.ts'			GO_NATIVE	TS 的 re-export：入口文件把子模块的符号再导出一遍，对外才看得见。Go 的包是一个平面命名空间，storage 包里任何文件导出的符号自动就是 storage 的对外符号，没有「转出」这一步可做。
storage/storage	src/index.ts	16	GO_NATIVE		reexport-type	StorageBackend	export type { StorageBackend, KvFacet, KvUnit, KvUnitDescriptor } from './backend.ts'			GO_NATIVE	TS 的 re-export：入口文件把子模块的符号再导出一遍，对外才看得见。Go 的包是一个平面命名空间，storage 包里任何文件导出的符号自动就是 storage 的对外符号，没有「转出」这一步可做。
storage/storage	src/index.ts	26	GO_NATIVE		function	storageBackendServiceKey	export function storageBackendServiceKey(name: string): string {			GO_NATIVE	cordis 生命周期服务键：形态提供方 inject 这个键，好让「后端注册」一定排在「形态激活」前面。Go 里装配是调用方一段同步代码——后端先建好才传得进去，缺一个编译就不过，不存在需要靠键去消解的激活竞态。
storage/storage	src/index.ts	41	PORTED		interface	StorageForms	export interface StorageForms {}	storage.FormAs	storage.FormAs [storage/storage.go:147] func[T any](s *Storage, form string) (T, error)	PORTED_TOP_MAPPED	上游是 export interface StorageForms {}——一个空的声明合并接入点：每个存储插件往它上面加一条字段，ctx.storage.domain 才带上类型。Go 没有声明合并，等价物是泛型自由函数 FormAs[T]，由调用方在解析时报出它要的类型。上游 interface 落成 Go func 是这个机制差异的直接结果，不是填错格子。
storage/storage	src/index.ts	47	PORTED		class	Storage	export class Storage extends Service {	storage.Storage	storage.Storage [storage/storage.go:38] type Storage struct { // Backend 是具名后端表。多个后端并排挂着，谁用哪个由使用方的配置决定。 Backend *BackendRegistry // 新增: 带锁，理由和 [BackendRegistry] 那把一样——挂载发生在装配期， // 解析发生在请求处理里，是两个不同的 goroutine。 mutex sync.RWMutex nextToken uint64 forms map[string]mount }	PORTED_TOP_MAPPED	
storage/storage	src/index.ts	49	PORTED	Storage	property	backend	readonly backend: BackendRegistry = new BackendRegistry()	storage.Storage	storage.Storage.Backend [storage/storage.go:40] Backend *BackendRegistry	PORTED_MEMBER_NAME_MAPPED	
storage/storage	src/index.ts	53	PORTED	Storage	constructor	constructor	constructor(ctx: Context)	storage.Storage		PORTED_MEMBER_UNMAPPED	
storage/storage	src/index.ts	64	PORTED	Storage	method	mount	mount<K extends keyof StorageForms>(form: K, facility: StorageForms[K]): () => void	storage.Storage	storage.Storage.Mount [storage/storage.go:69] func(form string, facility any) (func(), error)	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage	src/index.ts	82	PORTED	Storage	method	form	form<K extends keyof StorageForms>(form: K): StorageForms[K]	storage.Storage	storage.Storage.Form [storage/storage.go:105] func(form string) (any, error)	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage	src/index.ts	90	PORTED	Storage	method	domain	get domain(): StorageForms extends	storage.Storage	storage.FormAs [storage/storage.go:147] func[T any](s *Storage, form string) (T, error)	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage	src/index.ts	98	GO_NATIVE		default	Storage	export default Storage			GO_NATIVE	ES 的默认导出。原文注释写明它是给 cordis Loader 看的（服务包必须默认导出服务类，否则插件命名空间会被丢掉），不是一个新能力——同一个 Storage 已在 47 行具名导出。Go 没有默认导出这回事，storage.Storage 就是它。
storage/storage	src/invariant.ts	13	GO_NATIVE		const	name	export const name = 'storage-invariant' /** Service required before the companion can reserve package ownership. */ export const inject = ['invariants'] /**			GO_NATIVE	cordis 的插件名。Go 里一个模块的身份就是它的 import path，不需要另起一个字符串名字。
storage/storage	src/invariant.ts	15	GO_NATIVE		const	inject	export const inject = ['invariants'] /**			GO_NATIVE	cordis 的依赖声明。Go 里依赖是构造函数参数，少传一个编译就不过，不需要运行期声明。
storage/storage	src/invariant.ts	30	SKIP		const	apply	export const apply = (ctx: Context): Promise<() => void> =>			SKIP	这个包自陈没有运行期不变量（invariant.ts:17-23 的 installer 是空函数，理由是中枢只是一张登记表，重复/缺失都在调用点当场同步失败，它不拥有事件流或可变介质可供交叉校验）。没有检查可装。invariants 注册表本身已移植，真有检查的包到时逐包调用。
storage/storage	src/registry.ts	14	PORTED		class	BackendRegistry	export class BackendRegistry {	storage.BackendRegistry	storage.BackendRegistry [storage/registry.go:33] type BackendRegistry struct { mutex sync.RWMutex nextToken uint64 backends map[string]registration }	PORTED_TOP_MAPPED	
storage/storage	src/registry.ts	25	PORTED	BackendRegistry	method	register	register(name: string, backend: StorageBackend): () => void	storage.BackendRegistry	storage.BackendRegistry.Register [storage/registry.go:55] func(name string, backend Backend) (func(), error)	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage	src/registry.ts	44	PORTED	BackendRegistry	method	get	get(name: string): StorageBackend	storage.BackendRegistry	storage.BackendRegistry.Get [storage/registry.go:98] func(name string) (Backend, error)	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage	src/registry.ts	59	PORTED	BackendRegistry	method	names	names(): string[]	storage.BackendRegistry	storage.BackendRegistry.Names [storage/registry.go:116] func() []string	PORTED_MEMBER_SOURCE_MAPPED	
storage/storage-domain	src/domain.ts	19	PORTED		interface	DomainGlobal	export interface DomainGlobal<G> {	domain.Global	domain.Global [storage/domain/domain.go:480] type Global struct { domain *Domain spec *GlobalSpec }	PORTED_TOP_MAPPED	全局单例槽的句柄：读当前值、写新值。Go 侧是泛型结构体 Global[G]，由包级函数 GlobalOf 造出来——方法不能带类型参数，取句柄的入口只能是包级函数，和 settings.Register 是同一条。
storage/storage-domain	src/domain.ts	25	PORTED	DomainGlobal	method	get	get(): G	domain.Global	domain.Global.Get [storage/domain/domain.go:505] func() (G, error) | domain.Global.Get [storage/domain/domain.go:505] func() (G, error)	PORTED_MEMBER_SOURCE_MAPPED	全局单例槽的句柄：读当前值、写新值。Go 侧是泛型结构体 Global[G]，由包级函数 GlobalOf 造出来——方法不能带类型参数，取句柄的入口只能是包级函数，和 settings.Register 是同一条。
storage/storage-domain	src/domain.ts	34	PORTED	DomainGlobal	method	set	set(value: G): Promise<void>	domain.Global	domain.Global.Set [storage/domain/domain.go:523] func(ctx context.Context, value G) error | domain.Global.Set [storage/domain/domain.go:523] func(ctx context.Context, value G) error	PORTED_MEMBER_SOURCE_MAPPED	全局单例槽的句柄：读当前值、写新值。Go 侧是泛型结构体 Global[G]，由包级函数 GlobalOf 造出来——方法不能带类型参数，取句柄的入口只能是包级函数，和 settings.Register 是同一条。
storage/storage-domain	src/domain.ts	42	PORTED		interface	KvTable	export interface KvTable<K extends string, V> {	domain.Table	domain.Table [storage/domain/domain.go:243] type Table struct { domain *Domain state *tableState }	PORTED_TOP_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	48	PORTED	KvTable	method	get	get(key: K): V | undefined	domain.Table	domain.Table.Get [storage/domain/domain.go:284] func(key string) (V, bool, error) | domain.Table.Get [storage/domain/domain.go:284] func(key string) (V, bool, error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	55	PORTED	KvTable	method	entries	entries(): IterableIterator<[K, V]>	domain.Table	domain.Table.Entries [storage/domain/domain.go:327] func() ([]Entry[V], error) | domain.Table.Entries [storage/domain/domain.go:327] func() ([]Entry[V], error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	61	PORTED	KvTable	method	keys	keys(): IterableIterator<K>	domain.Table	domain.Table.Keys [storage/domain/domain.go:308] func() ([]string, error) | domain.Table.Keys [storage/domain/domain.go:308] func() ([]string, error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	64	PORTED	KvTable	property	size	readonly size: number	domain.Table	domain.Table.Size [storage/domain/domain.go:350] func() (int, error) | domain.Table.Size [storage/domain/domain.go:350] func() (int, error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	72	PORTED	KvTable	method	put	put(key: K, value: V): Promise<void>	domain.Table	domain.Table.Put [storage/domain/domain.go:364] func(ctx context.Context, key string, value V) error | domain.Table.Put [storage/domain/domain.go:364] func(ctx context.Context, key string, value V) error	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	80	PORTED	KvTable	method	delete	delete(key: K): Promise<boolean>	domain.Table	domain.Table.Delete [storage/domain/domain.go:381] func(ctx context.Context, key string) (bool, error) | domain.Table.Delete [storage/domain/domain.go:381] func(ctx context.Context, key string) (bool, error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	89	PORTED	KvTable	method	update	update(key: K, fn: (current: V) => V): Promise<V>	domain.Table	domain.Table.Update [storage/domain/domain.go:422] func(ctx context.Context, key string, fn func(current V) (V, error)) (V, error) | domain.Table.Update [storage/domain/domain.go:422] func(ctx context.Context, key string, fn func(current V) (V, error)) (V, error)	PORTED_MEMBER_SOURCE_MAPPED	一张表的句柄：按键读、列键、遍历、写、删、读改写。Go 侧是泛型结构体 Table[V]，入口是包级的 TableOf。DSH 用品牌类型给键也定了一套编译期身份，Go 里键一律是 string——它在介质上本来就是 string。
storage/storage-domain	src/domain.ts	93	GO_NATIVE		type	DomainGlobalHandleOf	export type DomainGlobalHandleOf<S extends DomainSpec> = S extends { readonly global: DomainGlobalSpec<infer G> } ? DomainGlobal<G> : never			GO_NATIVE	一个条件类型：声明里没有全局槽时把句柄类型塌成 never，于是「取一个不存在的全局槽」在编译期就不通过。Go 没有条件类型，改成 GlobalOf 在运行期返回 error——报的时机晚一步，但「拿不到这个句柄」这件事是一样的。
storage/storage-domain	src/domain.ts	97	PORTED		interface	Domain	export interface Domain<S extends DomainSpec> {	domain.Domain	domain.Domain [storage/domain/domain.go:56] type Domain struct { facility *Facility spec Spec unit storage.KVUnit // writeMutex 就是这个域那条唯一的写链。 // // 新增: DSH 用一条 promise 链排队，还得特意让每一环都 settle // （`result.then(noop, noop)`），否则一次失败的写会毒化后面所有人。 // Go 的互斥量天生没有这个问题：失败的那次解锁了就完事。 // // 唯一的差别是 DSH 的链严格先进先出，而 Go 的互斥量不保证等待者顺序。 // 这一点不影响任何一条契约：删除和更新都在**轮到自己的那一刻**重新看内存， // 而两个真并发的调用之间本来就没有「谁先」可言。 writeMutex sync.Mutex // gate 保护 closing，并且和 inflight 一起构成「新写拒掉、已排队的写放行」这道闸。 // // 新增: DSH 在入队那一刻同步查 disposing，天然分得清「已经进队列了」和 // 「关闭开始之后才来的」。Go 里 sync.Mutex 问不出「有几个人在等」， // 所以这件事显式地记：进队之前先在 gate 底下登记（inflight.Add）， // 关闭时先立起 closing 再 inflight.Wait——立起之后不可能再有人 Add， // 因为 Add 和 closing 的检查在同一把锁底下。 gate sync.Mutex closing bool inflight sync.WaitGroup closeOnce sync.Once closeErr error mutex sync.RWMutex closed bool // tables 建好之后**这张表本身**不再变（变的是每张表里的 records）， // 所以按表名取 tableState 不需要加锁。 tables map[string]*tableState global record }	PORTED_TOP_MAPPED	一个已打开的域：名字、表名、取表和全局槽、关闭。读一律是同步的——内存态就是权威态。
storage/storage-domain	src/domain.ts	99	PORTED	Domain	property	name	readonly name: string	domain.Domain	domain.Domain.Name [storage/domain/domain.go:97] func() string	PORTED_MEMBER_SOURCE_MAPPED	一个已打开的域：名字、表名、取表和全局槽、关闭。读一律是同步的——内存态就是权威态。
storage/storage-domain	src/domain.ts	101	PORTED	Domain	property	global	readonly global: DomainGlobalHandleOf<S>	domain.Domain	domain.Domain.global [storage/domain/domain.go:91] global record	PORTED_MEMBER_NAME_MAPPED	一个已打开的域：名字、表名、取表和全局槽、关闭。读一律是同步的——内存态就是权威态。
storage/storage-domain	src/domain.ts	108	PORTED	Domain	method	table	table<N extends keyof S['tables'] & string>(name: N): KvTable<TableKeyOf<S, N>, TableValueOf<S, N>>	domain.Domain	domain.TableOf [storage/domain/domain.go:261] func[V any](d *Domain, name string) (*Table[V], error) | domain.TableOf [storage/domain/domain.go:261] func[V any](d *Domain, name string) (*Table[V], error)	PORTED_MEMBER_SOURCE_MAPPED	一个已打开的域：名字、表名、取表和全局槽、关闭。读一律是同步的——内存态就是权威态。
storage/storage-domain	src/domain.ts	118	PORTED	Domain	method	close	close(): Promise<void>	domain.Domain	domain.Domain.Close [storage/domain/domain.go:157] func(ctx context.Context) error | domain.Domain.Close [storage/domain/domain.go:157] func(ctx context.Context) error	PORTED_MEMBER_SOURCE_MAPPED	一个已打开的域：名字、表名、取表和全局槽、关闭。读一律是同步的——内存态就是权威态。
storage/storage-domain	src/domain.ts	140	PORTED		class	DomainImpl	export class DomainImpl {	domain.Domain	domain.Domain [storage/domain/domain.go:56] type Domain struct { facility *Facility spec Spec unit storage.KVUnit // writeMutex 就是这个域那条唯一的写链。 // // 新增: DSH 用一条 promise 链排队，还得特意让每一环都 settle // （`result.then(noop, noop)`），否则一次失败的写会毒化后面所有人。 // Go 的互斥量天生没有这个问题：失败的那次解锁了就完事。 // // 唯一的差别是 DSH 的链严格先进先出，而 Go 的互斥量不保证等待者顺序。 // 这一点不影响任何一条契约：删除和更新都在**轮到自己的那一刻**重新看内存， // 而两个真并发的调用之间本来就没有「谁先」可言。 writeMutex sync.Mutex // gate 保护 closing，并且和 inflight 一起构成「新写拒掉、已排队的写放行」这道闸。 // // 新增: DSH 在入队那一刻同步查 disposing，天然分得清「已经进队列了」和 // 「关闭开始之后才来的」。Go 里 sync.Mutex 问不出「有几个人在等」， // 所以这件事显式地记：进队之前先在 gate 底下登记（inflight.Add）， // 关闭时先立起 closing 再 inflight.Wait——立起之后不可能再有人 Add， // 因为 Add 和 closing 的检查在同一把锁底下。 gate sync.Mutex closing bool inflight sync.WaitGroup closeOnce sync.Once closeErr error mutex sync.RWMutex closed bool // tables 建好之后**这张表本身**不再变（变的是每张表里的 records）， // 所以按表名取 tableState 不需要加锁。 tables map[string]*tableState global record }	PORTED_TOP_MAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/domain.ts	142	PORTED	DomainImpl	property	name	readonly name: string	domain.Domain	domain.Domain.Name [storage/domain/domain.go:97] func() string	PORTED_MEMBER_NAME_MAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/domain.ts	168	PORTED	DomainImpl	constructor	constructor	constructor( private readonly ctx: Context, spec: DomainSpec, private readonly unit: KvUnit, records: Map<string, Map<string, unknown>>, globalValue: unknown, private readonly onClosed: () => void, )	domain.Domain		PORTED_MEMBER_UNMAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/domain.ts	204	PORTED	DomainImpl	method	global	get global(): DomainGlobal<unknown>	domain.Domain	domain.GlobalOf [storage/domain/domain.go:490] func[G any](d *Domain) (*Global[G], error) | domain.GlobalOf [storage/domain/domain.go:490] func[G any](d *Domain) (*Global[G], error)	PORTED_MEMBER_SOURCE_MAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/domain.ts	217	PORTED	DomainImpl	method	table	table(name: string): KvTable<string, unknown>	domain.Domain	domain.TableOf [storage/domain/domain.go:261] func[V any](d *Domain, name string) (*Table[V], error) | domain.TableOf [storage/domain/domain.go:261] func[V any](d *Domain, name string) (*Table[V], error)	PORTED_MEMBER_SOURCE_MAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/domain.ts	231	PORTED	DomainImpl	method	close	close(): Promise<void>	domain.Domain	domain.Domain.Close [storage/domain/domain.go:157] func(ctx context.Context) error | domain.Domain.Close [storage/domain/domain.go:157] func(ctx context.Context) error	PORTED_MEMBER_SOURCE_MAPPED	接口和实现在 Go 侧并成同一个具体类型。DSH 拆成两个是因为桶文件只导出接口、把类藏起来；Go 里未导出字段已经把内部状态挡住了，再加一层接口只会多一处要跟着改的声明。
storage/storage-domain	src/error.ts	7	PORTED		type	DomainErrorCode	export type DomainErrorCode = | 'already-open' | 'facet-unsupported' | 'invalid-record' | 'missing-key' | 'closed' /** Location of the record that failed schema validation at the durable boundary. */	domain.ErrorCode	domain.ErrorCode [storage/domain/error.go:16] type ErrorCode string	PORTED_TOP_MAPPED	本层失败的可分辨取值。调用方按码分支，不按文案分支——文案是给人看的，会改。
storage/storage-domain	src/error.ts	15	PORTED		interface	InvalidRecordDetail	export interface InvalidRecordDetail {	domain.RecordSlot	domain.RecordSlot [storage/domain/error.go:36] type RecordSlot struct { // Table 是出问题那条记录所在的表；全局槽为空串。 Table string // Key 是出问题那条记录的键；全局槽为空串。 Key string }	PORTED_TOP_MAPPED	出问题那条记录在域里的位置（表名 + 键），全局槽用两个空串表示。改名是因为它记的是位置，不是「细节」。
storage/storage-domain	src/error.ts	17	PORTED	InvalidRecordDetail	property	table	readonly table: string	domain.RecordSlot	domain.RecordSlot.Table [storage/domain/error.go:38] Table string	PORTED_MEMBER_NAME_MAPPED	出问题那条记录在域里的位置（表名 + 键），全局槽用两个空串表示。改名是因为它记的是位置，不是「细节」。
storage/storage-domain	src/error.ts	19	PORTED	InvalidRecordDetail	property	key	readonly key: string	domain.RecordSlot	domain.RecordSlot.Key [storage/domain/error.go:40] Key string	PORTED_MEMBER_NAME_MAPPED	出问题那条记录在域里的位置（表名 + 键），全局槽用两个空串表示。改名是因为它记的是位置，不是「细节」。
storage/storage-domain	src/error.ts	23	GO_NATIVE		interface	DomainErrorOptions	export interface DomainErrorOptions extends ErrorOptions {			GO_NATIVE	构造错误时的可选参数包。TS 靠一个全是可选字段的对象字面量表达「这几样可填可不填」，Go 侧直接是 Error 上的结构体字段，加两个未导出构造函数 newError / invalidRecord 收口。
storage/storage-domain	src/error.ts	25	GO_NATIVE	DomainErrorOptions	property	detail	readonly detail?: InvalidRecordDetail			GO_NATIVE_MEMBER	构造错误时的可选参数包。TS 靠一个全是可选字段的对象字面量表达「这几样可填可不填」，Go 侧直接是 Error 上的结构体字段，加两个未导出构造函数 newError / invalidRecord 收口。
storage/storage-domain	src/error.ts	34	PORTED		class	DomainError	export class DomainError extends Error {	domain.Error	domain.Error [storage/domain/error.go:48] type Error struct { // Code 是稳定的失败类别，也是唯一该被分派的东西。 Code ErrorCode // Message 是给人看的诊断细节。 Message string // Slot 只在 Code 是 [CodeInvalidRecord] 时非 nil。 Slot *RecordSlot // Err 是底层原因，可以为 nil。 Err error }	PORTED_TOP_MAPPED	本层自己的错误：一个码、一句中文说明、可选的记录位置、可选的底层原因。实现 Unwrap，于是 errors.Is / errors.As 能一路穿到后端那层的 *storage.Error。
storage/storage-domain	src/error.ts	35	PORTED	DomainError	property	name	override readonly name = 'DomainError'	domain.Error		PORTED_MEMBER_UNMAPPED	本层自己的错误：一个码、一句中文说明、可选的记录位置、可选的底层原因。实现 Unwrap，于是 errors.Is / errors.As 能一路穿到后端那层的 *storage.Error。
storage/storage-domain	src/error.ts	38	PORTED	DomainError	property	detail	readonly detail?: InvalidRecordDetail	domain.Error		PORTED_MEMBER_UNMAPPED	本层自己的错误：一个码、一句中文说明、可选的记录位置、可选的底层原因。实现 Unwrap，于是 errors.Is / errors.As 能一路穿到后端那层的 *storage.Error。
storage/storage-domain	src/error.ts	45	PORTED	DomainError	constructor	constructor	constructor( readonly code: DomainErrorCode, message: string, options?: DomainErrorOptions, )	domain.Error		PORTED_MEMBER_UNMAPPED	本层自己的错误：一个码、一句中文说明、可选的记录位置、可选的底层原因。实现 Unwrap，于是 errors.Is / errors.As 能一路穿到后端那层的 *storage.Error。
storage/storage-domain	src/events.ts	11	PORTED		interface	DomainChangedBase	export interface DomainChangedBase {	domain.Changed	domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage }	PORTED_TOP_MAPPED	变更通知里两种操作共有的那部分（域名、表名、键）。Go 侧没有基接口这一层，它直接就是 Changed 本身。
storage/storage-domain	src/events.ts	13	PORTED	DomainChangedBase	property	domain	readonly domain: string	domain.Changed	domain.Changed.Domain [storage/domain/events.go:38] Domain string	PORTED_MEMBER_NAME_MAPPED	变更通知里两种操作共有的那部分（域名、表名、键）。Go 侧没有基接口这一层，它直接就是 Changed 本身。
storage/storage-domain	src/events.ts	15	PORTED	DomainChangedBase	property	table	readonly table: string	domain.Changed	domain.Changed.Table [storage/domain/events.go:40] Table string	PORTED_MEMBER_NAME_MAPPED	变更通知里两种操作共有的那部分（域名、表名、键）。Go 侧没有基接口这一层，它直接就是 Changed 本身。
storage/storage-domain	src/events.ts	17	PORTED	DomainChangedBase	property	key	readonly key: string	domain.Changed	domain.Changed.Key [storage/domain/events.go:42] Key string	PORTED_MEMBER_NAME_MAPPED	变更通知里两种操作共有的那部分（域名、表名、键）。Go 侧没有基接口这一层，它直接就是 Changed 本身。
storage/storage-domain	src/events.ts	21	GO_NATIVE		interface	DomainChangedPut	export interface DomainChangedPut extends DomainChangedBase {			GO_NATIVE	判别联合的一支。Go 没有和类型，两支并成 Changed 加一个 Operation 字段；代价是删除时 Value 字段仍然在结构体上，约定它必须为空。
storage/storage-domain	src/events.ts	22	GO_NATIVE	DomainChangedPut	property	operation	readonly operation: 'put'		domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage } | domain.Operation [storage/domain/events.go:16] type Operation string	GO_NATIVE_MEMBER	判别联合的一支。Go 没有和类型，两支并成 Changed 加一个 Operation 字段；代价是删除时 Value 字段仍然在结构体上，约定它必须为空。
storage/storage-domain	src/events.ts	24	GO_NATIVE	DomainChangedPut	property	value	readonly value: unknown		domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage } | domain.Operation [storage/domain/events.go:16] type Operation string	GO_NATIVE_MEMBER	判别联合的一支。Go 没有和类型，两支并成 Changed 加一个 Operation 字段；代价是删除时 Value 字段仍然在结构体上，约定它必须为空。
storage/storage-domain	src/events.ts	28	GO_NATIVE		interface	DomainChangedDeleted	export interface DomainChangedDeleted extends DomainChangedBase {			GO_NATIVE	判别联合的另一支，理由同 src/events.ts:21。
storage/storage-domain	src/events.ts	29	GO_NATIVE	DomainChangedDeleted	property	operation	readonly operation: 'deleted'		domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage } | domain.Operation [storage/domain/events.go:16] type Operation string	GO_NATIVE_MEMBER	判别联合的另一支，理由同 src/events.ts:21。
storage/storage-domain	src/events.ts	30	GO_NATIVE	DomainChangedDeleted	property	value	readonly value?: never		domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage } | domain.Operation [storage/domain/events.go:16] type Operation string	GO_NATIVE_MEMBER	判别联合的另一支，理由同 src/events.ts:21。
storage/storage-domain	src/events.ts	34	PORTED		type	DomainChanged	export type DomainChanged = DomainChangedPut | DomainChangedDeleted declare module '@deepseek-ai/cordis' {	domain.Changed	domain.Changed [storage/domain/events.go:36] type Changed struct { // Domain 是发生变更的域名。 Domain string // Table 是表名；**全局槽的写为空串**。 Table string // Key 是记录键；**全局槽的写为空串**。 Key string // Operation 是这次变更的动作。 Operation Operation // Value 是新值的 JSON 投影；[OperationDeleted] 时为 nil。 Value json.RawMessage }	PORTED_TOP_MAPPED	一次已经落盘并且已经改完内存的变更通知。它陈述的是既成事实，所以订阅者里出错不能把那次写变成失败。
storage/storage-domain	src/index.ts	19	GO_NATIVE		reexport	DomainError	export { DomainError } from './error.ts'			GO_NATIVE	TS 的 re-export：入口文件把子模块的符号再导出一遍，对外才看得见。Go 的包是一个平面命名空间，domain 包里任何文件导出的符号自动就是 domain 的对外符号，没有「转出」这一步可做。定义处见 src/error.ts:34。
